customer_id,age,temps_visite_minutes,nombre_produits_consultes,nombre_articles_panier,sessions_precedentes,jour_semaine,appareil,source_traffic,client_vip,promotions_utilisees,revenue
307,27,1.0202076699021647,7,2,4,Samedi,Mobile,Direct,1,0,84021.93116600778
308,61,8.124658130086988,7,2,4,Lundi,Mobile,Direct,0,1,87322.10862069805
309,48,3.3216821310744935,7,2,4,Vendredi,Mobile,Organique,0,1,63981.56336547912
310,70,1.2783590210892357,7,2,4,Mardi,Desktop,Payant,1,1,91945.36062698776
311,40,10.356183192745055,7,2,4,Mercredi,Desktop,Payant,0,0,79215.57624059367
312,69,43.98685780908743,7,2,4,Mardi,Desktop,Organique,0,0,122997.53013894409
313,47,6.869430062785162,7,2,4,Dimanche,Mobile,Réseaux,0,0,68797.66003611973
314,50,17.232553575183925,7,2,4,Mercredi,Desktop,Direct,0,0,87804.94510936258
315,74,16.843439951617125,7,2,4,Samedi,Mobile,Payant,0,0,94745.82108324456
316,69,5.336848730016138,7,2,4,Vendredi,Mobile,Organique,0,1,85124.9106074459
317,26,16.76556789767678,7,2,4,Samedi,Desktop,Direct,0,0,72996.11611446254
318,71,4.580216563010957,7,2,4,Dimanche,Mobile,Réseaux,0,0,71089.60537799742
319,64,2.951756936381643,7,2,4,Jeudi,Mobile,Réseaux,0,0,74331.03889231825
320,18,19.128916291317623,7,2,4,Samedi,Desktop,Direct,0,0,78464.76077012013
321,61,2.806110932802535,7,2,4,Samedi,Mobile,Réseaux,0,0,65853.19031792479
322,52,87.689970045076,7,2,4,Jeudi,Desktop,Payant,1,1,212351.6964091546
323,28,4.040051081016234,7,2,4,Mercredi,Mobile,Payant,0,1,67327.29346203119
324,51,14.526273941448672,7,2,4,Jeudi,Desktop,Payant,0,1,83863.53162140748
325,33,8.949478634536938,7,2,4,Vendredi,Mobile,Réseaux,0,0,61445.05893342648
326,26,3.026756979913283,7,2,4,Samedi,Mobile,Payant,1,0,69604.29916585743
327,49,1.4235834775388634,7,2,4,Jeudi,Desktop,Organique,0,0,60013.10874682176
328,32,15.622003255157018,7,2,4,Dimanche,Mobile,Payant,0,1,92735.71828735777
329,29,25.657145982976758,7,2,4,Dimanche,Mobile,Payant,0,1,91544.98780194971
330,50,28.678890614929454,7,2,4,Samedi,Mobile,Réseaux,0,0,99063.86294022614
331,62,10.887375209632273,7,2,4,Vendredi,Mobile,Payant,0,0,74151.14631075872
332,31,23.539420748616752,7,2,4,Mardi,Mobile,Direct,0,0,83169.11696036003
333,74,17.75991603450996,7,2,4,Vendredi,Mobile,Organique,0,1,91319.72006670464
334,74,20.324155597567504,7,2,4,Lundi,Tablette,Réseaux,0,1,103125.1184318381
335,25,11.176805069177547,7,2,4,Lundi,Mobile,Organique,0,0,65445.34440290009
336,25,16.05273953131246,7,2,4,Lundi,Mobile,Direct,0,0,76640.47481945314
337,44,25.56184534829921,7,2,4,Samedi,Mobile,Réseaux,0,0,93243.50738809466
338,29,8.609581791591545,7,2,4,Dimanche,Mobile,Réseaux,0,0,56811.58372854902
339,18,25.596825511270893,7,2,4,Mercredi,Tablette,Payant,0,0,90413.33991825007
340,60,14.447940801637237,7,2,4,Dimanche,Mobile,Organique,0,0,83839.28736359885
341,57,3.72104811775604,7,2,4,Mercredi,Tablette,Direct,0,1,78551.55057177295
342,59,1.3749087870074288,7,2,4,Mercredi,Mobile,Direct,1,1,94423.48609630708
343,68,7.75898328463697,7,2,4,Dimanche,Desktop,Réseaux,1,0,92577.9568235689
344,28,12.86789531689367,7,2,4,Samedi,Mobile,Payant,0,1,81163.54819048487
345,56,28.47188942330759,7,2,4,Vendredi,Desktop,Réseaux,0,0,102638.27939986516
346,60,3.0456431889029245,7,2,4,Mercredi,Mobile,Réseaux,0,0,56082.625799149435
347,48,25.15705275190676,7,2,4,Mardi,Mobile,Réseaux,1,0,108681.85562038093
348,34,30.817605775327838,7,2,4,Dimanche,Mobile,Réseaux,0,0,93721.16090953596
349,50,3.4499209749385717,7,2,4,Dimanche,Mobile,Direct,0,0,66457.31394446705
350,49,29.617085040405062,7,2,4,Lundi,Tablette,Direct,0,0,106547.06849175329
351,46,72.43362062017664,7,2,4,Vendredi,Mobile,Réseaux,0,0,148783.14067682248
352,38,20.465399432978064,7,2,4,Lundi,Mobile,Réseaux,1,1,109353.0231605444
353,38,24.040698653572072,7,2,4,Dimanche,Desktop,Payant,0,0,84466.21681144452
354,57,78.81578131450432,7,2,4,Dimanche,Mobile,Réseaux,0,0,160551.1678068159
355,40,14.951329189625103,7,2,4,Mercredi,Tablette,Direct,1,0,93947.16969542357
356,73,6.520077235060382,7,2,4,Vendredi,Desktop,Organique,0,1,91207.55571885032
357,23,28.25900565065721,7,2,4,Jeudi,Mobile,Direct,0,0,81534.17490772447
358,39,15.2976578956729,7,2,4,Mardi,Desktop,Payant,0,1,89324.61613158301
359,67,14.055263093839308,7,2,4,Mercredi,Mobile,Direct,1,0,92742.4350463094
360,55,5.388118998827619,7,2,4,Dimanche,Mobile,Organique,0,0,65279.17201176773
361,54,22.179369253679173,7,2,4,Mercredi,Mobile,Réseaux,0,0,88466.8188058919
362,62,2.2779326414796666,7,2,4,Mardi,Mobile,Organique,0,0,78144.42261792549
363,68,39.71209506711523,7,2,4,Dimanche,Desktop,Réseaux,0,0,116377.88944179085
364,71,6.9139491208998285,7,2,4,Mardi,Tablette,Réseaux,0,0,61776.62859727526
365,25,3.050611941396618,7,2,4,Jeudi,Mobile,Direct,0,0,42976.07930328838
366,58,9.760801026897976,7,2,4,Mercredi,Mobile,Direct,0,0,75889.54313580711
367,66,1.6509719808579968,7,2,4,Samedi,Tablette,Direct,1,0,91332.97240034788
368,52,18.309949882559984,7,2,4,Mercredi,Mobile,Payant,0,1,97185.2702136121
369,68,35.95019387430387,7,2,4,Lundi,Mobile,Direct,0,0,114347.33816833455
370,28,28.23429883091875,7,2,4,Vendredi,Mobile,Payant,0,1,107479.73183216568
371,41,3.043645531927188,7,2,4,Vendredi,Tablette,Direct,0,1,67590.35315099641
372,66,3.0247776547032155,7,2,4,Lundi,Mobile,Réseaux,1,0,94974.12286963692
373,38,26.184592005695634,7,2,4,Dimanche,Desktop,Payant,0,0,79942.11803053824
374,68,39.705598998836265,7,2,4,Vendredi,Desktop,Organique,0,0,112241.92638273117
375,19,10.261410025090514,7,2,4,Mardi,Mobile,Payant,0,1,61538.82599606518
376,57,11.366372930324397,7,2,4,Vendredi,Mobile,Payant,0,1,85467.21181933783
377,36,6.746648798166003,7,2,4,Vendredi,Desktop,Organique,0,1,74035.09895250293
378,56,34.70230650267126,7,2,4,Lundi,Mobile,Payant,0,1,118257.38629258306
379,45,16.530460310260196,7,2,4,Dimanche,Desktop,Réseaux,0,1,90507.73896785159
380,34,6.100461530908133,7,2,4,Jeudi,Tablette,Direct,0,0,56936.13028867284
381,23,6.3240654728135475,7,2,4,Vendredi,Desktop,Organique,0,0,58455.948238479185
382,36,34.27366924151475,7,2,4,Samedi,Desktop,Direct,0,1,100590.23102701668
383,73,1.2059173110650199,7,2,4,Vendredi,Desktop,Réseaux,1,0,97951.40146461142
384,55,6.845203102741794,7,2,4,Jeudi,Desktop,Organique,0,0,68875.96528710984
385,45,13.123545708829466,7,2,4,Lundi,Mobile,Direct,0,1,82437.14079883041
386,19,3.4063603290574096,7,2,4,Jeudi,Mobile,Direct,0,0,64977.39118237395
387,55,2.4492949964104387,7,2,4,Lundi,Mobile,Réseaux,0,1,66794.36165055021
388,72,26.333413781932197,7,2,4,Mardi,Desktop,Direct,0,1,104414.17645742178
389,54,34.72207701617579,7,2,4,Lundi,Mobile,Réseaux,1,0,119525.67776330118
390,68,27.025563027319233,7,2,4,Mardi,Desktop,Payant,0,1,110938.93001565659
391,69,35.358052939918785,7,2,4,Mardi,Mobile,Réseaux,1,0,135278.73652541987
392,21,13.081708154279637,7,2,4,Lundi,Desktop,Payant,0,0,72744.41199827814
393,39,26.09030865324262,7,2,4,Samedi,Mobile,Organique,0,0,107682.37366533988
394,43,8.26866304017514,7,2,4,Mercredi,Desktop,Direct,1,0,73715.66600761443
395,66,17.46124882359974,7,2,4,Lundi,Mobile,Réseaux,0,0,92361.45406768059
396,60,68.42528483523432,7,2,4,Vendredi,Mobile,Réseaux,1,0,169172.91788380887
397,53,4.837475338992329,7,2,4,Samedi,Mobile,Direct,0,0,63738.573468858485
398,30,8.411979774644909,7,2,4,Samedi,Desktop,Direct,1,0,80320.18606472194
399,69,10.810263726537318,7,2,4,Vendredi,Mobile,Organique,0,1,84516.50413797167
400,49,3.2277696229061763,7,2,4,Mercredi,Mobile,Organique,0,1,85019.5158726597
401,34,2.2676675660914363,7,2,4,Samedi,Tablette,Réseaux,0,0,63507.692003520846
402,58,27.55491956731561,7,2,4,Mardi,Desktop,Organique,0,0,99128.87829273425
403,53,57.4504071877813,7,2,4,Mercredi,Tablette,Payant,0,0,145351.68659478336
404,72,8.780978538464087,7,2,4,Dimanche,Mobile,Organique,0,0,69061.0171626803
405,63,2.375971165860796,7,2,4,Vendredi,Mobile,Organique,0,1,68738.90361706007
406,36,2.02115980065165,7,2,4,Mercredi,Desktop,Réseaux,0,1,53882.030692978464
407,52,34.289964860475536,7,2,4,Lundi,Mobile,Payant,0,0,101253.68872941541
408,63,10.349119433950797,7,2,4,Mercredi,Desktop,Organique,0,0,79133.97180839167
409,57,6.785539795512397,7,2,4,Mardi,Mobile,Payant,0,0,72115.28081757802
410,73,10.707164064511986,7,2,4,Lundi,Mobile,Payant,0,1,92622.07444195292
411,45,6.7475741083203316,7,2,4,Jeudi,Mobile,Payant,0,0,58219.3998384168
412,18,11.07183552424009,7,2,4,Vendredi,Mobile,Direct,0,1,79369.76810087636
413,59,30.44423908513984,7,2,4,Vendredi,Mobile,Direct,0,1,114484.01344599863
414,35,14.458405481224473,7,2,4,Mercredi,Mobile,Direct,1,0,98739.51672400636
415,65,18.794634626201372,7,2,4,Samedi,Tablette,Direct,1,0,97045.87909710896
416,57,7.804176916344478,7,2,4,Lundi,Mobile,Réseaux,0,1,84641.2368855368
417,50,21.120152135403707,7,2,4,Jeudi,Desktop,Organique,0,0,80147.53697591905
418,29,17.476953315515814,7,2,4,Lundi,Desktop,Direct,0,0,73674.8415391143
419,25,2.9100364826362064,7,2,4,Vendredi,Mobile,Réseaux,0,0,59384.73787832174
420,41,13.752028086755415,7,2,4,Lundi,Mobile,Organique,0,1,85749.31991462583
421,33,5.450711002032463,7,2,4,Jeudi,Desktop,Direct,0,1,66080.34454510799
422,67,25.45193273937612,7,2,4,Samedi,Desktop,Organique,0,1,109035.62106159066
423,21,9.325260500740582,7,2,4,Mercredi,Desktop,Direct,0,1,62772.03494112429
424,55,79.5559782092526,7,2,4,Mardi,Desktop,Réseaux,0,1,183475.08289725476
425,61,2.455932931309273,7,2,4,Lundi,Tablette,Payant,1,1,95210.1618123147
426,44,23.735652674653114,7,2,4,Mardi,Mobile,Payant,0,0,96715.20713866796
427,26,17.799150821829116,7,2,4,Vendredi,Mobile,Organique,1,0,91918.10502611706
428,64,22.882900363749688,7,2,4,Mercredi,Desktop,Réseaux,1,1,120867.17675244897
429,33,6.512351017379287,7,2,4,Dimanche,Mobile,Payant,0,1,68043.25638028898
430,73,11.16071649580714,7,2,4,Mercredi,Desktop,Direct,0,1,97976.97786209699
431,29,24.881967114100902,7,2,4,Lundi,Mobile,Payant,0,0,81331.10283897066
432,48,4.970059798684004,7,2,4,Samedi,Mobile,Organique,1,1,99812.87841859544
433,41,4.843394443300413,7,2,4,Mercredi,Desktop,Organique,1,1,90627.2835159897
434,72,13.012688191079924,7,2,4,Lundi,Mobile,Réseaux,0,0,71569.0619160246
435,31,12.121314926102583,7,2,4,Lundi,Mobile,Organique,0,0,66180.86540919302
436,62,5.974770016668824,7,2,4,Mardi,Mobile,Payant,0,0,64293.7899177595
437,42,6.3089446756553125,7,2,4,Mercredi,Desktop,Payant,0,0,66126.78036522777
438,51,5.882735615335192,7,2,4,Lundi,Mobile,Payant,0,0,60496.7129874212
439,20,23.14407786671127,7,2,4,Mardi,Desktop,Payant,1,0,106468.8789150725
440,41,16.82901956052646,7,2,4,Jeudi,Mobile,Réseaux,0,0,78761.96873897733
441,71,27.7941643375674,7,2,4,Dimanche,Desktop,Direct,0,1,112209.60151654355
442,59,56.61972822728749,7,2,4,Mardi,Desktop,Direct,0,1,151500.4374802553
443,26,10.641496980443819,7,2,4,Mardi,Mobile,Réseaux,0,1,82478.95146257829
444,43,2.035330458411525,7,2,4,Lundi,Mobile,Organique,0,0,60502.13607642788
445,37,1.7393082041601788,7,2,4,Vendredi,Mobile,Direct,0,0,53229.63178540197
446,57,6.2575185923526355,7,2,4,Vendredi,Desktop,Organique,1,1,88605.3483704475
447,27,41.44432723576013,7,2,4,Samedi,Mobile,Direct,1,0,122175.94277026533
448,36,12.110283159966736,7,2,4,Vendredi,Desktop,Organique,0,1,77321.73072401228
449,20,5.757415399469661,7,2,4,Mardi,Mobile,Réseaux,1,1,88153.4404904048
450,41,8.641568669043417,7,2,4,Samedi,Mobile,Payant,0,0,66372.2428849928
451,22,14.691769808001332,7,2,4,Lundi,Mobile,Organique,0,1,84667.17941541859
452,20,16.874281482181445,7,2,4,Mercredi,Mobile,Payant,0,0,68525.26831483467
453,44,3.5071117270157695,7,2,4,Dimanche,Mobile,Organique,0,0,62515.69671950389
454,33,57.60458880123688,7,2,4,Dimanche,Desktop,Organique,1,1,167384.62908255996
455,66,12.804360778776365,7,2,4,Mardi,Desktop,Organique,0,0,84512.66777160206
456,32,3.1873274790149035,7,2,4,Mardi,Mobile,Organique,0,1,67972.15309944944
457,52,34.61321628125642,7,2,4,Samedi,Tablette,Organique,0,0,102315.57723377051
458,29,2.163560987889097,7,2,4,Lundi,Desktop,Payant,0,0,52069.09924565161
459,58,36.74642653888763,7,2,4,Jeudi,Tablette,Organique,0,0,105446.30195910754
460,70,86.1089414641828,7,2,4,Mardi,Mobile,Payant,0,1,185894.1183472015
461,61,19.08119757518208,7,2,4,Jeudi,Mobile,Réseaux,0,0,93808.4800672638
462,43,23.074334535813747,7,2,4,Jeudi,Mobile,Direct,0,0,86741.51006495165
463,64,7.171557400980196,7,2,4,Vendredi,Desktop,Organique,1,1,94873.726590837
464,51,43.60064665571657,7,2,4,Lundi,Mobile,Direct,0,0,129285.85598853027
465,40,12.316212799618894,7,2,4,Dimanche,Mobile,Payant,0,1,85040.01076950156
466,48,20.773281662655922,7,2,4,Dimanche,Mobile,Réseaux,0,0,77602.519704718
467,67,39.67660387987462,7,2,4,Jeudi,Mobile,Réseaux,0,1,124734.74060920835
468,37,56.44156796885867,7,2,4,Dimanche,Desktop,Réseaux,0,1,140492.259846731
469,29,27.864788621255315,7,2,4,Lundi,Mobile,Direct,0,0,101050.45130494228
470,40,6.4149247923751425,7,2,4,Vendredi,Mobile,Payant,1,0,77780.41487641586
471,21,51.96443877368255,7,2,4,Lundi,Desktop,Organique,0,1,135053.9815053056
472,40,15.83774195336102,7,2,4,Mardi,Tablette,Organique,1,0,106549.07805557178
473,65,41.027209750452116,7,2,4,Jeudi,Desktop,Payant,1,1,144275.45907485383
474,72,17.910039542304844,7,2,4,Lundi,Tablette,Direct,0,0,89109.43759688482
475,65,6.506052423222899,7,2,4,Dimanche,Desktop,Organique,0,0,66907.6031041238
476,18,7.931115813475918,7,2,4,Mercredi,Mobile,Payant,0,0,58837.09124157746
477,71,12.993349595932015,7,2,4,Lundi,Mobile,Organique,1,1,113394.12363872473
478,42,24.41077637285314,7,2,4,Jeudi,Desktop,Réseaux,1,0,113588.82453587715
479,19,6.740500553814856,7,2,4,Vendredi,Desktop,Organique,0,1,75903.25746068139
480,47,14.002910377541244,7,2,4,Dimanche,Desktop,Direct,0,1,82546.28337130725
481,20,7.361120313114227,7,2,4,Vendredi,Mobile,Payant,0,0,47192.08843949936
482,38,26.373506055080874,7,2,4,Jeudi,Mobile,Direct,1,0,110390.13962789657
483,42,10.43085762805787,7,2,4,Dimanche,Mobile,Payant,1,1,102702.09431405041
484,37,2.1973869043757315,7,2,4,Mardi,Mobile,Réseaux,0,0,60514.76269906923
485,66,3.723772810059243,7,2,4,Dimanche,Mobile,Payant,0,1,78063.43260999337
486,69,1.9457690965053094,7,2,4,Mardi,Desktop,Organique,0,0,69848.58376922073
487,39,11.376310651823351,7,2,4,Vendredi,Mobile,Organique,0,0,81486.63044859581
488,38,2.686402976486913,7,2,4,Vendredi,Mobile,Réseaux,1,1,91824.54670590229
489,50,2.817944796427215,7,2,4,Jeudi,Mobile,Payant,0,0,61505.94449954945
490,69,43.46554204818869,7,2,4,Mardi,Desktop,Réseaux,0,0,120146.06438114842
491,55,31.912838604700713,7,2,4,Vendredi,Mobile,Organique,0,0,102590.7856293688
492,32,10.024570418493042,7,2,4,Mardi,Mobile,Direct,1,0,97867.83399821656
493,63,64.82332138534582,7,2,4,Vendredi,Mobile,Réseaux,0,0,148235.43136740645
494,69,1.0027981835380888,7,2,4,Dimanche,Mobile,Direct,0,1,77491.51266382427
495,32,15.27797033265847,7,2,4,Lundi,Tablette,Direct,0,0,71219.98724614982
496,63,15.373425906386593,7,2,4,Mercredi,Tablette,Payant,1,0,111505.02892861131
497,42,10.171933494064406,7,2,4,Dimanche,Mobile,Réseaux,1,1,113277.16689580199
498,38,8.586277084038729,7,2,4,Samedi,Mobile,Direct,0,0,70529.53845386632
499,41,10.115090986325994,7,2,4,Lundi,Desktop,Direct,0,0,71105.4317118816
500,74,9.041137051061558,7,2,4,Samedi,Mobile,Payant,0,1,90029.81709418188
