user_id,product_id,category,views,clicks,add_to_cart,purchase,price_fcfa,competitor_price_fcfa,stock,timestamp
9,388,Electronics,3,1,0,0,128539.0,132993.0,336,2024-07-29 15:08:00
236,52,Food,8,2,1,0,70752.0,73194.0,173,2024-08-26 11:38:00
232,471,Sports,7,2,1,1,114908.0,115895.0,573,2024-10-03 08:45:00
243,447,Electronics,4,1,0,0,9355.0,7554.0,170,2024-01-07 12:14:00
134,500,Food,4,2,1,0,43803.0,47754.0,505,2024-04-12 07:41:00
165,300,Electronics,5,3,0,0,14397.0,9432.0,593,2024-11-13 16:02:00
126,343,Food,8,2,1,1,63652.0,65248.0,441,2024-06-08 11:49:00
295,415,Beauty,4,0,0,0,22509.0,19108.0,377,2024-10-21 03:55:00
132,428,Food,2,2,2,0,13701.0,12577.0,643,2024-10-27 09:48:00
202,110,Home,8,1,0,0,84307.0,84202.0,289,2024-02-14 22:17:00
113,309,Food,3,1,0,0,139051.0,141811.0,711,2024-03-11 08:39:00
8,394,Beauty,5,4,1,0,43273.0,45057.0,379,2024-06-22 09:03:00
23,397,Food,1,0,0,0,63821.0,64874.0,260,2024-04-26 23:17:00
113,51,Home,4,1,0,0,97721.0,94482.0,826,2024-05-27 01:08:00
244,293,Sports,3,0,0,0,49960.0,51270.0,814,2024-09-26 20:46:00
191,66,Sports,4,1,0,0,77124.0,79379.0,444,2024-12-14 02:12:00
66,87,Electronics,2,1,0,0,89052.0,92834.0,660,2024-04-27 10:25:00
294,49,Food,6,1,0,0,59913.0,56706.0,50,2024-02-11 11:48:00
148,499,Electronics,3,1,1,1,99963.0,104509.0,927,2024-07-21 08:02:00
158,476,Beauty,5,1,0,0,140532.0,143431.0,920,2024-06-16 06:39:00
176,340,Beauty,0,0,0,0,37444.0,39739.0,353,2024-03-04 00:10:00
217,421,Beauty,7,3,2,0,60477.0,62270.0,762,2024-05-20 08:03:00
10,281,Fashion,2,1,0,0,141187.0,136510.0,971,2024-07-30 00:07:00
188,340,Electronics,1,1,0,0,55725.0,57019.0,497,2024-02-27 13:31:00
81,319,Fashion,6,2,1,0,67461.0,64199.0,692,2024-01-05 20:20:00
88,285,Home,3,1,1,0,26250.0,30579.0,212,2024-04-07 09:15:00
110,151,Home,5,1,1,1,48681.0,47411.0,238,2024-08-22 01:10:00
268,497,Home,7,3,0,0,98328.0,102623.0,182,2024-04-14 11:55:00
245,383,Sports,3,0,0,0,72075.0,70146.0,409,2024-07-11 06:04:00
145,57,Food,6,2,2,1,141894.0,137069.0,610,2024-03-12 13:38:00
285,161,Home,0,0,0,0,123080.0,128055.0,169,2024-01-23 17:27:00
57,407,Sports,4,1,1,0,64952.0,69585.0,724,2024-06-02 04:14:00
292,195,Fashion,2,0,0,0,50863.0,51165.0,971,2024-06-09 03:51:00
196,198,Food,0,0,0,0,96047.0,93146.0,571,2024-04-22 13:35:00
7,430,Sports,5,0,0,0,54209.0,58044.0,546,2024-01-03 05:34:00
147,3,Beauty,1,1,0,0,52475.0,51034.0,974,2024-07-05 19:52:00
28,110,Food,4,3,0,0,88072.0,86518.0,121,2024-05-09 00:41:00
105,451,Fashion,6,1,1,0,49164.0,45613.0,993,2024-08-04 10:39:00
214,115,Beauty,2,1,0,0,102700.0,101389.0,673,2024-12-24 07:19:00
5,434,Sports,5,0,0,0,90462.0,89482.0,567,2024-09-11 14:55:00
109,181,Sports,8,5,2,1,40626.0,37155.0,98,2024-01-04 13:55:00
177,329,Food,4,1,0,0,27017.0,29554.0,602,2024-09-30 20:22:00
252,215,Food,7,1,0,0,57907.0,61899.0,39,2024-05-11 02:26:00
300,122,Electronics,4,2,1,1,5963.0,7469.0,283,2024-02-25 03:23:00
140,178,Food,4,2,0,0,109211.0,108301.0,436,2024-01-13 21:36:00
18,333,Beauty,2,0,0,0,121223.0,117084.0,793,2024-01-10 18:12:00
117,209,Electronics,2,0,0,0,61453.0,66390.0,694,2024-03-11 05:06:00
51,265,Food,6,2,0,0,132276.0,136844.0,708,2024-01-06 10:36:00
5,319,Fashion,1,0,0,0,98592.0,96100.0,438,2024-09-08 05:29:00
194,53,Electronics,4,1,1,1,41087.0,37514.0,253,2024-05-11 14:16:00
59,208,Fashion,9,3,1,0,37300.0,32617.0,707,2024-06-15 18:37:00
201,314,Electronics,4,2,1,0,32900.0,29769.0,397,2024-07-03 23:53:00
184,171,Beauty,6,1,1,0,54806.0,54728.0,995,2024-07-20 06:02:00
291,415,Sports,3,1,1,0,77306.0,73922.0,657,2024-10-17 06:39:00
153,463,Food,2,1,0,0,129721.0,132589.0,179,2024-04-30 18:09:00
272,409,Electronics,1,0,0,0,83590.0,78900.0,168,2024-04-13 22:58:00
297,425,Electronics,3,0,0,0,51137.0,53169.0,220,2024-06-24 13:27:00
300,238,Fashion,2,0,0,0,131529.0,136315.0,26,2024-08-27 16:29:00
110,191,Sports,4,1,0,0,83377.0,78977.0,115,2024-10-18 22:03:00
148,142,Home,4,3,1,0,62500.0,66125.0,721,2024-08-14 10:09:00
59,176,Sports,6,3,1,0,130261.0,133195.0,875,2024-11-17 10:50:00
196,117,Beauty,3,2,2,0,7899.0,8507.0,774,2024-06-04 03:51:00
288,156,Food,3,1,0,0,15532.0,12057.0,13,2024-04-25 12:46:00
244,33,Electronics,3,1,0,0,110520.0,107217.0,801,2024-05-08 22:37:00
295,348,Sports,5,0,0,0,100796.0,95925.0,652,2024-05-20 21:25:00
199,332,Food,5,1,0,0,47399.0,49383.0,495,2024-06-07 05:47:00
200,493,Fashion,2,0,0,0,18273.0,16514.0,673,2024-06-11 20:32:00
285,499,Beauty,4,0,0,0,118939.0,117285.0,490,2024-07-16 11:42:00
129,439,Food,2,1,1,0,115031.0,118620.0,718,2024-04-13 16:21:00
118,453,Home,2,1,0,0,131561.0,134747.0,625,2024-11-07 15:41:00
213,300,Fashion,5,0,0,0,38799.0,35763.0,470,2024-09-01 01:09:00
231,253,Sports,4,2,0,0,112157.0,111048.0,210,2024-10-14 06:00:00
45,441,Beauty,9,3,1,0,87055.0,90973.0,320,2024-11-15 14:49:00
66,380,Food,5,3,2,1,83431.0,87779.0,243,2024-08-19 17:25:00
290,219,Home,5,2,0,0,64771.0,61090.0,587,2024-01-28 16:31:00
176,129,Home,5,0,0,0,11595.0,7212.0,329,2024-12-14 11:19:00
161,435,Fashion,2,0,0,0,32275.0,33991.0,29,2024-02-28 21:43:00
103,133,Home,3,2,0,0,35298.0,33323.0,538,2024-11-01 06:43:00
40,279,Food,5,3,0,0,112548.0,116246.0,289,2024-12-25 08:46:00
199,456,Beauty,4,2,0,0,12906.0,16799.0,733,2024-04-11 20:44:00
15,72,Fashion,5,0,0,0,121110.0,121616.0,280,2024-03-26 21:06:00
158,163,Home,2,1,1,0,147430.0,145359.0,966,2024-09-28 08:17:00
300,371,Electronics,10,0,0,0,140068.0,137679.0,212,2024-10-28 19:34:00
115,474,Home,5,1,0,0,63185.0,58586.0,707,2024-05-29 08:14:00
183,252,Home,8,6,2,0,120170.0,119040.0,746,2024-05-11 21:42:00
252,63,Home,4,1,0,0,125291.0,120473.0,586,2024-01-28 14:49:00
17,329,Food,2,2,1,0,106769.0,109852.0,891,2024-10-09 12:06:00
273,217,Sports,5,1,0,0,41584.0,44125.0,461,2024-01-24 15:26:00
81,461,Sports,2,0,0,0,52174.0,57122.0,522,2024-02-02 10:19:00
203,15,Fashion,2,0,0,0,5727.0,6638.0,51,2024-02-29 10:27:00
202,92,Sports,3,1,0,0,108593.0,107842.0,983,2024-01-05 23:45:00
193,479,Electronics,3,1,0,0,144145.0,148333.0,889,2024-01-09 14:05:00
202,30,Sports,4,2,0,0,107388.0,109304.0,488,2024-01-19 06:46:00
25,76,Beauty,6,3,2,1,68548.0,63630.0,321,2024-01-13 18:21:00
16,31,Electronics,4,0,0,0,111095.0,111441.0,316,2024-08-13 13:27:00
183,358,Beauty,3,0,0,0,15968.0,16612.0,83,2024-12-21 15:44:00
59,39,Home,4,2,1,0,73113.0,73755.0,831,2024-12-12 00:23:00
102,491,Sports,4,1,0,0,19992.0,22900.0,568,2024-09-14 09:09:00
246,259,Sports,2,0,0,0,16719.0,18743.0,188,2024-08-12 23:13:00
288,330,Sports,5,1,0,0,63739.0,64308.0,814,2024-10-10 20:26:00
191,251,Fashion,3,1,1,1,132174.0,135595.0,191,2024-03-04 23:10:00
52,125,Beauty,7,2,0,0,24020.0,26286.0,31,2024-09-06 08:58:00
281,402,Fashion,7,1,1,0,78194.0,75609.0,626,2024-01-07 17:15:00
80,263,Beauty,4,0,0,0,107535.0,108204.0,578,2024-01-25 06:41:00
28,47,Beauty,3,0,0,0,32874.0,35249.0,121,2024-11-10 11:01:00
188,55,Food,6,2,1,0,92278.0,90429.0,952,2024-06-23 01:34:00
8,360,Food,1,1,1,1,55614.0,58542.0,293,2024-09-05 01:21:00
220,168,Beauty,4,0,0,0,13629.0,15305.0,506,2024-10-26 14:32:00
106,242,Electronics,6,3,3,1,63950.0,65445.0,184,2024-08-06 10:41:00
101,126,Fashion,2,0,0,0,24810.0,24526.0,657,2024-01-11 16:14:00
252,307,Home,5,1,0,0,115756.0,114659.0,191,2024-06-17 07:28:00
91,431,Food,2,1,0,0,10872.0,13041.0,816,2024-07-05 00:19:00
101,85,Sports,3,2,0,0,46256.0,47690.0,614,2024-08-04 03:58:00
293,220,Home,7,4,1,0,19220.0,21928.0,334,2024-02-15 22:19:00
31,136,Electronics,5,3,1,0,22976.0,21968.0,83,2024-08-20 12:05:00
161,394,Beauty,5,0,0,0,138430.0,139451.0,405,2024-01-01 17:53:00
240,39,Food,5,2,0,0,90022.0,92178.0,443,2024-02-22 22:12:00
96,285,Food,5,0,0,0,89566.0,92919.0,732,2024-10-02 23:58:00
279,464,Home,2,1,1,0,130874.0,134155.0,164,2024-04-02 16:10:00
41,98,Sports,4,1,1,0,130376.0,131972.0,782,2024-07-02 18:30:00
229,367,Home,2,0,0,0,142935.0,142908.0,667,2024-08-06 15:26:00
251,234,Home,4,2,0,0,129615.0,133416.0,916,2024-11-20 16:09:00
81,43,Fashion,3,2,1,0,97054.0,98019.0,21,2024-01-23 05:18:00
112,295,Sports,3,2,1,0,14819.0,16433.0,449,2024-11-16 01:14:00
18,467,Electronics,4,2,1,0,36460.0,35452.0,677,2024-08-12 09:21:00
125,86,Fashion,2,2,1,1,38145.0,42916.0,210,2024-05-07 09:44:00
280,464,Electronics,2,2,0,0,45115.0,49956.0,273,2024-07-02 06:21:00
195,204,Food,3,2,0,0,86367.0,90773.0,7,2024-11-17 11:42:00
295,63,Food,6,0,0,0,14501.0,13664.0,938,2024-02-03 12:33:00
21,39,Beauty,3,1,0,0,148936.0,153047.0,425,2024-02-14 02:05:00
61,416,Beauty,2,1,0,0,100269.0,96630.0,873,2024-04-08 00:38:00
208,360,Electronics,6,3,1,0,139210.0,141965.0,593,2024-08-04 16:16:00
284,114,Electronics,2,1,0,0,86689.0,86756.0,131,2024-01-06 00:43:00
69,3,Food,4,1,1,0,1654.0,-330.0,500,2024-03-29 02:16:00
201,303,Beauty,2,1,0,0,123591.0,122135.0,110,2024-01-01 11:38:00
20,227,Electronics,2,1,0,0,44436.0,44109.0,810,2024-12-03 06:55:00
228,386,Sports,2,0,0,0,29950.0,27531.0,187,2024-04-07 20:36:00
173,474,Food,3,1,0,0,69426.0,71562.0,790,2024-07-20 06:22:00
59,263,Beauty,5,1,1,0,28814.0,25504.0,879,2024-06-27 02:50:00
236,4,Electronics,2,0,0,0,30775.0,31610.0,900,2024-04-11 13:46:00
154,333,Fashion,5,2,1,0,145288.0,142411.0,777,2024-11-11 07:34:00
3,383,Fashion,4,1,1,0,62041.0,61910.0,990,2024-08-16 10:25:00
90,106,Fashion,2,0,0,0,28484.0,31473.0,666,2024-09-04 14:19:00
278,488,Food,3,0,0,0,133109.0,130243.0,243,2024-08-07 01:40:00
84,391,Electronics,3,1,0,0,147936.0,148670.0,258,2024-12-20 14:32:00
286,415,Home,6,0,0,0,119998.0,118747.0,356,2024-03-03 16:14:00
258,195,Sports,4,0,0,0,117000.0,113077.0,129,2024-04-08 14:05:00
295,182,Fashion,3,1,1,0,61445.0,57745.0,286,2024-02-21 15:10:00
286,71,Beauty,1,1,1,0,124408.0,125406.0,742,2024-07-26 04:17:00
160,456,Home,3,1,0,0,37137.0,39187.0,216,2024-10-07 16:46:00
283,32,Food,2,1,0,0,5136.0,8178.0,259,2024-03-08 17:23:00
12,347,Beauty,6,3,0,0,61066.0,58631.0,212,2024-05-10 08:52:00
188,380,Beauty,5,2,0,0,47123.0,50870.0,96,2024-10-01 06:03:00
99,41,Beauty,4,1,1,1,133096.0,132560.0,619,2024-04-29 04:31:00
235,78,Fashion,3,1,0,0,118859.0,120329.0,154,2024-09-28 18:53:00
69,77,Sports,2,0,0,0,10211.0,8636.0,350,2024-08-22 08:23:00
92,12,Sports,7,2,1,0,91672.0,90020.0,730,2024-03-27 10:50:00
138,268,Beauty,6,3,3,0,125030.0,122725.0,809,2024-12-07 15:11:00
174,95,Sports,7,2,2,2,119723.0,115749.0,735,2024-12-08 20:36:00
178,350,Electronics,5,0,0,0,121964.0,121822.0,177,2024-12-17 09:12:00
295,53,Home,4,1,1,0,138536.0,137569.0,456,2024-01-15 00:43:00
230,292,Home,4,1,0,0,3340.0,4641.0,544,2024-10-08 02:07:00
100,211,Electronics,5,0,0,0,36754.0,36192.0,485,2024-04-23 21:09:00
182,347,Beauty,5,3,1,0,120754.0,115845.0,17,2024-10-22 01:34:00
217,91,Sports,3,1,1,0,128938.0,130882.0,412,2024-04-22 16:32:00
166,456,Sports,3,2,2,0,106005.0,101149.0,981,2024-08-18 04:50:00
158,486,Beauty,5,1,1,0,95944.0,91216.0,629,2024-12-09 21:13:00
207,392,Beauty,4,1,1,0,124567.0,125578.0,354,2024-04-01 22:56:00
149,234,Beauty,6,3,1,0,6370.0,3100.0,357,2024-01-02 15:42:00
58,155,Beauty,4,1,0,0,4089.0,-835.0,233,2024-06-10 01:25:00
84,442,Beauty,2,2,0,0,72029.0,76142.0,314,2024-07-28 18:43:00
75,83,Home,5,0,0,0,90345.0,86790.0,675,2024-03-21 22:30:00
68,31,Food,4,0,0,0,145670.0,143278.0,759,2024-05-11 07:28:00
181,355,Beauty,3,1,0,0,136425.0,134780.0,650,2024-06-25 07:14:00
187,293,Electronics,4,2,2,0,73529.0,75559.0,917,2024-12-20 19:30:00
166,237,Beauty,6,3,1,0,12922.0,8650.0,37,2024-04-28 09:49:00
122,472,Fashion,2,0,0,0,42614.0,41494.0,253,2024-12-14 20:23:00
206,191,Home,6,1,1,0,69801.0,74713.0,788,2024-09-18 10:53:00
56,178,Beauty,3,0,0,0,13809.0,10355.0,856,2024-04-05 06:25:00
256,425,Beauty,3,0,0,0,92143.0,93140.0,265,2024-10-13 13:15:00
275,215,Home,9,6,3,0,18420.0,21789.0,168,2024-05-11 14:43:00
124,453,Food,7,4,2,1,20996.0,17028.0,778,2024-07-07 01:11:00
121,460,Electronics,3,1,0,0,148313.0,144613.0,206,2024-10-04 14:35:00
82,445,Fashion,4,4,1,0,100592.0,96899.0,249,2024-01-03 09:57:00
247,275,Fashion,3,1,0,0,38105.0,36509.0,368,2024-04-21 11:35:00
241,300,Fashion,5,2,0,0,105975.0,108444.0,586,2024-06-17 23:29:00
67,470,Sports,6,1,0,0,2532.0,5321.0,233,2024-02-02 07:00:00
229,59,Beauty,4,0,0,0,104096.0,99158.0,795,2024-09-11 13:47:00
93,426,Beauty,6,3,2,0,124102.0,120217.0,285,2024-04-02 14:46:00
28,80,Fashion,7,4,0,0,74950.0,78431.0,816,2024-10-05 20:35:00
245,476,Fashion,5,2,0,0,74532.0,69588.0,385,2024-03-18 17:20:00
214,158,Home,3,0,0,0,117335.0,119972.0,642,2024-10-01 15:56:00
68,432,Food,4,2,1,0,76000.0,73147.0,465,2024-09-21 19:20:00
129,442,Fashion,3,2,1,0,90368.0,86024.0,540,2024-05-02 08:42:00
209,71,Sports,8,2,2,0,112980.0,115124.0,706,2024-06-18 20:50:00
131,113,Sports,2,0,0,0,70645.0,66021.0,370,2024-12-25 18:32:00
179,126,Sports,8,3,1,0,92130.0,94267.0,798,2024-02-01 13:34:00
3,259,Food,2,0,0,0,59648.0,61743.0,702,2024-12-13 12:28:00
137,353,Beauty,7,3,1,0,13726.0,12250.0,672,2024-04-02 21:12:00
146,242,Fashion,7,4,0,0,136921.0,138534.0,764,2024-02-22 12:27:00
97,338,Sports,5,1,1,0,72281.0,72446.0,460,2024-11-26 03:43:00
282,351,Home,5,0,0,0,15555.0,15586.0,497,2024-11-08 09:00:00
150,473,Beauty,1,0,0,0,9012.0,5888.0,507,2024-08-21 04:27:00
249,500,Electronics,8,3,1,0,18075.0,21419.0,947,2024-06-20 15:39:00
210,223,Sports,6,3,1,1,64323.0,59326.0,38,2024-02-28 00:00:00
128,97,Food,5,3,1,1,35999.0,34027.0,122,2024-10-29 17:36:00
15,6,Fashion,5,0,0,0,104010.0,101186.0,851,2024-10-13 15:10:00
185,395,Beauty,5,4,1,1,35870.0,31054.0,679,2024-07-01 06:58:00
165,435,Electronics,4,2,0,0,142935.0,146883.0,193,2024-06-24 17:00:00
73,390,Food,6,2,1,1,98403.0,103166.0,866,2024-04-19 18:16:00
218,409,Sports,5,1,0,0,108434.0,105959.0,855,2024-02-13 03:36:00
20,418,Sports,4,0,0,0,51535.0,49508.0,423,2024-11-22 13:13:00
235,431,Sports,10,4,2,0,18319.0,18168.0,913,2024-12-20 23:12:00
135,401,Home,1,0,0,0,30587.0,34026.0,310,2024-09-28 02:19:00
179,407,Home,2,0,0,0,132219.0,134343.0,299,2024-05-15 14:49:00
58,459,Sports,2,1,1,0,104529.0,100650.0,459,2024-09-06 17:02:00
9,80,Beauty,5,1,0,0,6194.0,6064.0,448,2024-03-05 20:52:00
33,244,Home,9,3,1,0,105295.0,110212.0,412,2024-10-29 00:16:00
214,238,Food,5,1,0,0,115012.0,111509.0,213,2024-07-18 11:45:00
136,285,Fashion,3,2,0,0,5182.0,1290.0,65,2024-03-25 02:09:00
50,251,Sports,7,2,2,0,44993.0,44877.0,154,2024-10-14 10:37:00
226,265,Home,5,3,1,0,130453.0,128362.0,587,2024-05-18 04:04:00
63,385,Home,3,1,0,0,94292.0,96641.0,489,2024-11-18 03:49:00
125,455,Fashion,4,1,1,0,34638.0,33618.0,731,2024-03-16 19:52:00
89,238,Food,5,3,2,0,55441.0,54833.0,62,2024-01-15 23:12:00
241,115,Electronics,3,1,1,1,88852.0,85278.0,202,2024-10-26 04:51:00
209,185,Food,3,1,1,0,100726.0,101729.0,574,2024-11-28 12:23:00
83,158,Home,5,2,0,0,73564.0,72233.0,389,2024-10-01 15:06:00
86,138,Fashion,2,1,1,0,43898.0,48402.0,966,2024-02-02 02:38:00
265,277,Beauty,5,1,0,0,12369.0,9831.0,776,2024-02-29 18:12:00
217,98,Fashion,7,2,0,0,61616.0,62518.0,189,2024-06-29 04:54:00
149,414,Beauty,6,3,2,0,17315.0,21999.0,616,2024-05-12 07:52:00
203,293,Beauty,3,2,1,1,50304.0,53168.0,803,2024-08-25 08:43:00
20,337,Beauty,8,3,1,0,123581.0,121887.0,752,2024-06-23 19:00:00
231,91,Beauty,1,1,0,0,79587.0,80614.0,401,2024-05-15 10:55:00
6,29,Beauty,3,1,0,0,38706.0,41310.0,998,2024-10-29 06:54:00
79,225,Electronics,5,2,1,0,88427.0,92707.0,225,2024-01-12 19:03:00
224,486,Food,3,1,1,1,136609.0,138069.0,598,2024-11-12 05:27:00
252,354,Fashion,4,3,1,0,65066.0,62250.0,964,2024-12-02 01:07:00
179,489,Home,0,0,0,0,122293.0,126116.0,718,2024-03-08 02:12:00
67,213,Sports,7,0,0,0,92599.0,96424.0,280,2024-02-06 23:26:00
131,357,Fashion,10,6,2,0,139279.0,137480.0,335,2024-02-16 10:30:00
207,381,Food,6,2,1,0,118565.0,119056.0,341,2024-05-05 22:54:00
176,472,Sports,1,1,0,0,97660.0,93653.0,442,2024-02-28 14:16:00
96,271,Fashion,6,0,0,0,91636.0,90136.0,568,2024-10-06 19:05:00
134,218,Electronics,1,0,0,0,99542.0,99243.0,570,2024-12-19 12:58:00
5,499,Beauty,2,0,0,0,101798.0,106670.0,804,2024-01-30 14:02:00
16,329,Food,7,4,2,0,47533.0,49016.0,144,2024-02-28 20:52:00
238,187,Beauty,6,0,0,0,57161.0,59609.0,68,2024-08-06 03:51:00
53,338,Fashion,4,1,0,0,73547.0,71225.0,119,2024-09-11 23:27:00
273,231,Beauty,3,2,0,0,143809.0,148132.0,894,2024-05-14 14:06:00
295,135,Home,4,1,0,0,49335.0,48264.0,184,2024-01-14 07:17:00
88,404,Beauty,1,0,0,0,135640.0,136548.0,764,2024-02-08 07:38:00
281,263,Food,4,0,0,0,60755.0,62491.0,278,2024-08-15 15:58:00
21,244,Food,5,1,1,0,59087.0,56044.0,235,2024-02-14 13:49:00
110,143,Fashion,5,0,0,0,7842.0,4964.0,0,2024-07-15 11:19:00
136,354,Electronics,5,2,1,1,116692.0,117328.0,535,2024-10-04 08:34:00
174,402,Beauty,0,0,0,0,119660.0,122051.0,751,2024-02-02 19:33:00
34,284,Electronics,5,3,2,0,3632.0,5434.0,891,2024-11-02 10:52:00
291,136,Food,7,2,1,0,87954.0,83929.0,1,2024-01-15 10:49:00
282,391,Home,6,2,1,1,19506.0,15060.0,343,2024-05-11 02:22:00
291,126,Fashion,2,1,1,1,134645.0,131240.0,639,2024-04-25 21:46:00
271,59,Fashion,0,0,0,0,68882.0,66545.0,437,2024-03-16 03:06:00
164,295,Fashion,9,3,2,0,64801.0,65567.0,596,2024-02-02 03:23:00
107,101,Electronics,4,1,1,0,44067.0,41781.0,905,2024-08-23 05:08:00
10,449,Electronics,6,4,2,0,15279.0,12267.0,958,2024-10-01 03:44:00
158,129,Fashion,6,0,0,0,146898.0,150041.0,724,2024-07-04 14:40:00
125,95,Electronics,3,1,1,1,61159.0,58227.0,582,2024-05-28 14:20:00
228,328,Sports,4,3,1,0,50105.0,50865.0,260,2024-10-28 15:29:00
217,154,Beauty,5,3,1,0,6487.0,8431.0,784,2024-03-13 04:32:00
248,17,Sports,7,2,1,0,11288.0,12668.0,122,2024-07-12 06:35:00
111,245,Food,3,2,1,0,133682.0,135481.0,592,2024-02-24 15:47:00
76,486,Beauty,4,1,0,0,104867.0,101349.0,147,2024-11-23 09:54:00
153,134,Beauty,2,1,0,0,146539.0,149967.0,454,2024-05-13 05:39:00
56,260,Home,1,0,0,0,48541.0,47315.0,550,2024-10-02 22:40:00
158,54,Food,1,1,1,0,62632.0,59729.0,14,2024-09-05 22:00:00
259,105,Food,5,3,1,0,25897.0,23009.0,432,2024-02-27 03:11:00
31,63,Electronics,4,2,0,0,137137.0,134699.0,533,2024-07-26 15:51:00
128,113,Beauty,2,0,0,0,73479.0,70308.0,843,2024-12-20 00:28:00
213,66,Beauty,3,1,1,1,50764.0,49455.0,667,2024-12-24 06:34:00
46,472,Sports,2,0,0,0,17084.0,19524.0,451,2024-05-19 06:18:00
163,408,Home,5,2,1,0,37286.0,42200.0,748,2024-06-14 09:47:00
93,377,Beauty,6,5,2,1,90865.0,91107.0,33,2024-07-15 05:07:00
141,164,Fashion,3,0,0,0,84860.0,81275.0,733,2024-08-01 19:35:00
286,147,Beauty,0,0,0,0,11437.0,7075.0,894,2024-07-06 03:32:00
139,417,Beauty,4,1,0,0,86381.0,90391.0,807,2024-01-02 16:24:00
267,3,Electronics,3,3,1,0,90150.0,87697.0,568,2024-04-20 07:17:00
68,81,Sports,2,2,0,0,68455.0,64113.0,250,2024-05-28 08:12:00
242,55,Beauty,4,2,1,0,4569.0,989.0,173,2024-05-15 06:17:00
69,4,Beauty,5,3,2,1,55356.0,56308.0,870,2024-06-04 07:57:00
287,85,Food,1,1,1,1,78087.0,75790.0,183,2024-03-22 06:19:00
92,59,Food,5,2,1,0,32799.0,28607.0,175,2024-01-08 20:37:00
3,176,Fashion,3,2,1,0,10408.0,12870.0,853,2024-01-20 17:12:00
163,242,Electronics,9,4,1,0,124710.0,127177.0,166,2024-12-05 19:07:00
60,139,Fashion,5,2,1,1,102166.0,105009.0,902,2024-04-06 03:19:00
10,400,Sports,6,0,0,0,18006.0,17257.0,35,2024-03-16 04:38:00
251,296,Beauty,0,0,0,0,140378.0,137823.0,762,2024-01-23 21:32:00
155,353,Food,7,0,0,0,77682.0,74586.0,266,2024-03-02 15:49:00
140,114,Electronics,2,1,0,0,38967.0,37776.0,492,2024-01-25 04:19:00
86,9,Beauty,3,1,0,0,76460.0,78243.0,527,2024-08-12 23:04:00
87,253,Home,0,0,0,0,111781.0,109479.0,631,2024-09-07 12:51:00
154,304,Beauty,3,2,1,1,111384.0,113776.0,891,2024-07-03 22:19:00
99,409,Electronics,3,1,1,0,79737.0,74893.0,346,2024-09-09 20:09:00
44,126,Sports,2,1,1,0,149338.0,150482.0,588,2024-10-28 12:33:00
38,48,Food,3,2,1,0,86037.0,88979.0,329,2024-10-25 13:08:00
260,418,Fashion,1,0,0,0,93405.0,93977.0,600,2024-05-17 10:36:00
206,310,Food,8,2,1,0,37364.0,41218.0,200,2024-05-19 12:04:00
8,40,Home,3,0,0,0,143997.0,148933.0,279,2024-12-04 21:31:00
98,421,Food,3,3,0,0,70274.0,65503.0,473,2024-09-07 04:05:00
8,243,Electronics,3,2,2,1,142725.0,144515.0,912,2024-07-15 23:15:00
217,96,Electronics,3,2,1,0,4862.0,1096.0,784,2024-09-23 11:54:00
75,56,Food,1,1,1,1,113544.0,117663.0,789,2024-06-29 22:32:00
59,369,Beauty,3,2,2,0,30627.0,35581.0,127,2024-01-16 21:09:00
17,367,Sports,3,1,1,0,12413.0,15090.0,656,2024-06-04 17:44:00
57,20,Fashion,3,1,1,0,145193.0,144053.0,732,2024-03-26 19:13:00
138,207,Beauty,2,0,0,0,98609.0,96249.0,530,2024-12-08 22:50:00
290,80,Electronics,3,2,1,0,129421.0,127791.0,826,2024-08-13 08:25:00
122,291,Beauty,6,4,3,2,21323.0,17036.0,444,2024-03-12 11:11:00
143,364,Home,8,4,3,0,75402.0,78228.0,857,2024-07-28 22:35:00
247,314,Fashion,2,0,0,0,115219.0,119964.0,505,2024-06-20 09:12:00
142,432,Fashion,0,0,0,0,88900.0,91756.0,656,2024-08-11 05:42:00
153,299,Electronics,4,2,1,0,35672.0,36667.0,963,2024-09-16 14:28:00
181,176,Home,2,1,0,0,105947.0,109357.0,977,2024-10-05 04:45:00
273,381,Beauty,1,0,0,0,145053.0,140252.0,659,2024-04-18 19:26:00
85,459,Beauty,4,2,2,0,114667.0,114647.0,422,2024-03-19 01:39:00
125,52,Beauty,6,1,1,1,123684.0,125906.0,374,2024-06-15 03:03:00
72,362,Sports,3,0,0,0,122138.0,123963.0,948,2024-01-26 19:03:00
283,462,Electronics,7,4,3,0,78810.0,78502.0,439,2024-10-24 18:53:00
57,290,Fashion,0,0,0,0,126998.0,130179.0,444,2024-02-18 14:57:00
106,461,Electronics,4,3,0,0,87612.0,85589.0,717,2024-02-02 01:33:00
189,333,Home,3,1,1,1,5396.0,9004.0,155,2024-08-25 16:27:00
268,197,Home,3,1,0,0,86655.0,89861.0,972,2024-09-18 19:24:00
171,193,Food,5,5,2,1,124105.0,121306.0,538,2024-01-19 13:47:00
152,426,Sports,3,0,0,0,66216.0,63776.0,407,2024-12-15 02:13:00
101,354,Fashion,4,1,0,0,111063.0,109252.0,377,2024-06-20 18:18:00
57,12,Electronics,6,1,1,0,87131.0,88549.0,805,2024-05-04 16:22:00
25,175,Food,3,1,0,0,10606.0,7310.0,946,2024-09-19 19:45:00
276,237,Electronics,4,1,0,0,121997.0,121149.0,137,2024-01-11 17:16:00
